orig_word,sorted_word
shirty,hirsty
shishkebab,abbehhikss
shit,hist
shitkicker,cehiikkrst
shitty,histty
shiver,ehirsv
shivery,ehirsvy
shoal,ahlos
shoat,ahost
shocker,cehkors
shocking,cghiknos
shockproof,cfhkoooprs
shockwave,acehkosvw
shod,dhos
shoddily,ddhilosy
shoddiness,ddehinosss
shoddy,ddhosy
shoeblack,abcehklos
shoehorn,ehhnoors
shoelace,aceehlos
shoemaker,aeehkmors
shoeshine,eehhinoss
shoestring,eghinorsst
shoetree,eeehorst
shone,ehnos
shoo,hoos
shook,hkoos
shooter,ehoorst
shooting,ghinoost
shootout,hooosttu
shopkeeper,eeehkopprs
shoplift,fhilopst
shoplifter,efhiloprst
shoplifting,fghiilnopst
shoppe,ehopps
shopper,ehopprs
shopping,ghinopps
shopsoiled,dehiloopss
shopwindow,dhinoopsww
shopworn,hnooprsw
shorebird,bdehiorrs
shoreline,eehilnors
shoreward,adehorrsw
shorn,hnors
shortage,aeghorst
shortbread,abdehorrst
shortcake,acehkorst
shortchange,aceghhnorst
shortcoming,cghimnoorst
shortcut,chorsttu
shorten,ehnorst
shortening,eghinnorst
shortfall,afhllorst
shorthand,adhhnorst
shorthanded,addehhnorst
shorthorn,hhnoorrst
shortie,ehiorst
shortlist,hilorsstt
shortly,hlorsty
shortness,ehnorssst
shorts,horsst
shortsighted,deghhiorsstt
shortstop,hooprsstt
shortwave,aehorstvw
shorty,horsty
shot,host
shote,ehost
shotgun,ghnostu
shouldst,dhlosstu
shouting,ghinostu
shove,ehosv
shovel,ehlosv
shovelboard,abdehloorsv
shovelful,efhllosuv
showboat,abhoostw
showcase,acehossw
showdown,dhnoosww
showery,ehorswy
showgirl,ghilorsw
showily,hiloswy
showiness,ehinosssw
showing,ghinosw
showman,ahmnosw
showmanship,ahhimnopssw
shown,hnosw
showoff,ffhoosw
showpiece,ceehiopsw
showplace,acehlopsw
showroom,hmooorsw
showy,hoswy
shrank,ahknrs
shrapnel,aehlnprs
shred,dehrs
shredder,ddeehrrs
shrew,ehrsw
shrewd,dehrsw
shrewish,ehhirssw
shriek,ehikrs
shrift,fhirst
shrike,ehikrs
shrill,hillrs
shrillness,ehillnrsss
shrilly,hillrsy
shrimp,himprs
shrine,ehinrs
shrink,hiknrs
shrinkage,aeghiknrs
shrinking,ghiiknnrs
shrive,ehirsv
shrivel,ehilrsv
shriven,ehinrsv
shroud,dhorsu
shrove,ehorsv
shrub,bhrsu
shrubbery,bbehrrsuy
shrug,ghrsu
shrunk,hknrsu
shrunken,ehknnrsu
shtick,chikst
shtik,hikst
shuck,chksu
shucks,chkssu
shudder,ddehrsu
shuddering,ddeghinrsu
shuffle,effhlsu
shuffleboard,abdeffhlorsu
shuffler,effhlrsu
shufty,fhstuy
shun,hnsu
shunpike,ehiknpsu
shunt,hnstu
shunter,ehnrstu
shush,hhssu
shutdown,dhnostuw
shuteye,eehstuy
shutout,hosttuu
shutter,ehrsttu
shutterbug,beghrsttuu
shuttle,ehlsttu
shuttlecock,ccehklosttu
shy,hsy
shyly,hlsyy
shyness,ehnsssy
shyster,ehrssty
si,is
sibilance,abceiilns
sibilant,abiilnst
sibilate,abeiilst
sibling,bgiilns
sibyl,bilsy
sibylline,beiillnsy
sic,cis
sickbay,abciksy
sickbed,bcdeiks
sicken,ceikns
sickening,cegiiknns
sickle,ceikls
sickly,ciklsy
sickness,ceiknsss
sickout,cikostu
sickroom,cikmoors
sidearm,adeimrs
sideboard,abddeiors
sideboards,abddeiorss
sideburns,bdeinrssu
sidecar,acdeirs
sidekick,cdeiikks
sidelight,deghiilst
sideline,deeiilns
sidelong,degilnos
sideman,adeimns
sidepiece,cdeeeiips
sidereal,adeeilrs
siderite,deeiirst
sidesaddle,adddeeilss
sideshow,dehiossw
sideslip,deiilpss
sidesman,adeimnss
sidesplitting,degiiilnpsstt
sidestep,deeipsst
sidestroke,deeikorsst
sideswipe,deeiipssw
sidetrack,acdeikrst
sidewalk,adeiklsw
sidewall,adeillsw
sideward,addeirsw
sidewards,addeirssw
sideways,adeisswy
sidewinder,ddeeiinrsw
sidewise,deeiissw
siding,dgiins
sidle,deils
siege,eegis
sienna,aeinns
sierra,aeirrs
siesta,aeisst
sieve,eeisv
sift,fist
sifter,efirst
sigh,ghis
sighted,deghist
sightless,eghilssst
sightliness,eghiilnssst
sightread,adeghirst
sightreader,adeeghirrst
sightreading,adegghiinrst
sightsee,eeghisst
sightseeing,eegghiinsst
sightseer,eeghirsst
sigma,agims
signaler,aegilnrs
signalise,aegiilnss
signalize,aegiilnsz
signaller,aegillnrs
signalman,aagilmnns
signatory,aginorsty
signature,aeginrstu
signboard,abdginors
signer,eginrs
signet,eginst
significance,accefgiiinns
significant,acfgiiinnst
significantly,acfgiiilnnsty
signification,acfgiiiinnost
signify,fgiinsy
signor,ginors
signora,aginors
signorina,agiinnors
signpost,ginopsst
signposted,deginopsst
silage,aegils
silencer,ceeilnrs
silently,eillnsty
silhouette,eehilosttu
silica,aciils
silicate,aceiilst
siliceous,ceiilossu
silicon,ciilnos
silicone,ceiilnos
silicosis,ciiilosss
silken,eiklns
silkscreen,ceeiklnrss
silkworm,iklmorsw
silky,iklsy
sill,ills
sillabub,abbillsu
silliness,eiillnsss
silly,illsy
silo,ilos
silt,ilst
silty,ilsty
silvan,ailnsv
silverfish,efhiilrssv
silverside,deeiilrssv
silversmith,ehiilmrsstv
silverware,aeeilrrsvw
silvery,eilrsvy
simian,aiimns
similar,aiilmrs
similarity,aiiilmrsty
similarly,aiillmrsy
simile,eiilms
similitude,deiiilmstu
simmer,eimmrs
simonise,eiimnoss
simonize,eiimnosz
simony,imnosy
simpatico,aciimopst
simper,eimprs
simperingly,egiilmnprsy
simpleminded,ddeeiilmmnps
simpleton,eilmnopst
simplification,acfiiiilmnopst
simplify,fiilmpsy
simplistic,ciiilmpsst
simply,ilmpsy
simulacrum,acilmmrsuu
simulate,aeilmstu
simulated,adeilmstu
simulation,aiilmnostu
simulative,aeiilmstuv
simulator,ailmorstu
simulcast,acilmsstu
simultaneity,aeiilmnsttuy
simultaneous,aeilmnosstuu
simultaneously,aeillmnosstuuy
simultaneousness,aeeilmnnosssstuu
sin,ins
sincerely,ceeilnrsy
sincerity,ceiinrsty
sine,eins
sinecure,ceeinrsu
sinew,einsw
sinewy,einswy
sinful,filnsu
singe,egins
singer,eginrs
singing,ggiinns
singleness,eegilnnsss
singlestick,cegiiklnsst
singlet,egilnst
singleton,egilnnost
singletree,eeegilnrst
singly,gilnsy
singsong,gginnoss
singular,agilnrsu
singularity,agiilnrstuy
sinicise,ceiiinss
sinicize,ceiiinsz
sinister,eiinrsst
sinkable,abeiklns
sinker,eiknrs
sinkhole,ehiklnos
sinking,giiknns
sinless,eilnsss
sinner,einnrs
sinuosity,iinosstuy
sinuous,inossuu
sinus,inssu
sinusitis,iiinssstu
sion,inos
sip,ips
siphon,hinops
sire,eirs
siren,einrs
sirloin,iilnors
sirocco,ccioors
sirrah,ahirrs
sirup,iprsu
sis,iss
sisal,ailss
sissified,defiiisss
sissy,isssy
sisterhood,dehioorsst
sisterly,eilrssty
sitar,airst
sitcom,cimost
site,eist
sitter,eirstt
sitting,giinstt
situate,aeisttu
situated,adeisttu
situs,isstu
six,isx
sixfold,dfilosx
sixpack,acikpsx
sixpence,ceeinpsx
sixteen,eeinstx
sixteenth,eehinsttx
sixth,histx
sixtieth,ehiisttx
sixty,istxy
sizable,abeilsz
sizeable,abeeilsz
sizing,giinsz
sizzle,eilszz
sizzler,eilrszz
skag,agks
skate,aekst
skateboard,aabdekorst
skater,aekrst
skedaddle,adddeekls
skeet,eekst
skein,eikns
skeletal,aeekllst
skeleton,eeklnost
skeptic,ceikpst
skeptical,aceiklpst
skepticism,ceiikmpsst
sketch,cehkst
sketchbook,bcehkkoost
sketcher,ceehkrst
sketchily,cehiklsty
sketchiness,ceehiknssst
sketchpad,acdehkpst
sketchy,cehksty
skew,eksw
skewbald,abdeklsw
skewer,eekrsw
ski,iks
skibob,bbikos
skid,diks
skidlid,ddiikls
skidpan,adiknps
skier,eikrs
skiff,ffiks
skiffle,effikls
skiing,giikns
skilful,fikllsu
skilfully,fiklllsuy
skilled,deiklls
skillet,eikllst
skillful,fiklllsu
skillfully,fikllllsuy
skim,ikms
skimmer,eikmmrs
skimming,giikmmns
skimp,ikmps
skimpily,iiklmpsy
skimpiness,eiikmnpsss
skimpy,ikmpsy
skinflint,fiiklnnst
skinful,fiklnsu
skinhead,adehikns
skinless,eiklnsss
skinner,eiknnrs
skinny,iknnsy
skint,iknst
skintight,ghiiknstt
skip,ikps
skipper,eikpprs
skipping,giiknpps
skirl,iklrs
skirmish,hiikmrss
skirmisher,ehiikmrrss
skit,ikst
skitter,eikrstt
skittish,hiiksstt
skittle,eiklstt
skive,eiksv
skivvy,iksvvy
skoal,aklos
skua,aksu
skulduggery,deggklrsuuy
skulk,kklsu
skulker,ekklrsu
skull,kllsu
skullcap,ackllpsu
skullduggery,deggkllrsuuy
skunk,kknsu
skycap,ackpsy
skydive,deiksvy
skydiver,deikrsvy
skydiving,dgiiknsvy
skyhook,hkkoosy
skyjack,acjkksy
skyjacker,acejkkrsy
skyjacking,acgijkknsy
skylark,akklrsy
skylight,ghiklsty
skyline,eiklnsy
skyrocket,cekkorsty
skyscraper,acekprrssy
skyward,adkrswy
skywards,adkrsswy
skywriting,giiknrstwy
slab,abls
slack,ackls
slacken,aceklns
slacker,aceklrs
slacks,acklss
slackwater,aaceklrstw
slag,agls
slain,ailns
slake,aekls
slalom,allmos
slam,alms
slander,adelnrs
slanderer,adeelnrrs
slanderous,adelnorssu
slang,aglns
slanginess,aegilnnsss
slangy,aglnsy
slant,alnst
slantingly,agillnnsty
slantways,aalnsstwy
slantwise,aeilnsstw
slap,alps
slapdash,aadhlpss
slaphappy,aahlpppsy
slapjack,aacjklps
slapstick,aciklpsst
slash,ahlss
slat,alst
slate,aelst
slather,aehlrst
slating,agilnst
slattern,aelnrstt
slatternly,aellnrstty
slaty,alsty
slaughter,aeghlrstu
slaughterer,aeeghlrrstu
slaughterhouse,aeeghhlorsstuu
slaver,aelrsv
slavish,ahilssv
slaw,alsw
slay,alsy
slayer,aelrsy
sleaziness,aeeilnsssz
sleazy,aelsyz
sled,dels
sledge,deegls
sledgehammer,adeeeghlmmrs
sleek,eekls
sleeper,eeelprs
sleepily,eeillpsy
sleepiness,eeeilnpsss
sleepless,eeellpsss
sleepwalker,aeeekllprsw
sleepwalking,aeegikllnpsw
sleepy,eelpsy
sleepyhead,adeeehlpsy
sleet,eelst
sleety,eelsty
sleeve,eeelsv
sleeveless,eeeellsssv
sleigh,eghils
slender,deelnrs
slenderise,deeeilnrss
slenderize,deeeilnrsz
slept,elpst
sleuth,ehlstu
slew,elsw
slewed,deelsw
slice,ceils
slicer,ceilrs
slick,cikls
slicker,ceiklrs
slid,dils
slider,deilrs
slightly,ghillsty
slightness,eghilnssst
slim,ilms
slime,eilms
slimy,ilmsy
sling,gilns
slingshot,ghilnosst
slink,iklns
slipcover,ceiloprsv
slipknot,iklnopst
slipover,eiloprsv
slippage,aegilpps
slipper,eilpprs
slipperiness,eeiilnpprsss
slippery,eilpprsy
slippy,ilppsy
slips,ilpss
slipshod,dhilopss
slipstream,aeilmprsst
slipup,ilppsu
slipway,ailpswy
slit,ilst
slither,ehilrst
slithery,ehilrsty
sliver,eilrsv
slob,blos
slobber,bbelors
sloe,elos
slog,glos
slogan,aglnos
sloop,loops
slop,lops
sloppily,illoppsy
sloppiness,eilnoppsss
sloppy,loppsy
slosh,hloss
sloshed,dehloss
slot,lost
sloth,hlost
slothful,fhllostu
slouch,chlosu
slouchingly,cghillnosuy
slough,ghlosu
sloven,elnosv
slovenliness,eeillnnosssv
slovenly,ellnosvy
slowcoach,acchloosw
slowdown,dlnoosww
slowly,lloswy
slowness,elnosssw
slowpoke,ekloopsw
slowwitted,deilosttww
slowworm,lmoorsww
sludge,deglsu
slue,elsu
slug,glsu
sluggard,adgglrsu
slugger,egglrsu
sluggish,gghilssu
sluice,ceilsu
sluiceway,aceilsuwy
slum,lmsu
slumber,belmrsu
slumberer,beelmrrsu
slumberous,belmorssuu
slumbrous,blmorssuu
slumlord,dllmorsu
slummy,lmmsuy
slump,lmpsu
slung,glnsu
slunk,klnsu
slur,lrsu
slurp,lprsu
slurry,lrrsuy
slush,hlssu
slushy,hlssuy
slut,lstu
sluttish,hilssttu
sly,lsy
smack,ackms
smacker,acekmrs
smallholder,adehlllmors
smallholding,adghilllmnos
smallness,aellmnsss
smallpox,allmopsx
smalltime,aeillmmst
smarmy,ammrsy
smart,amrst
smarten,aemnrst
smartly,almrsty
smartness,aemnrssst
smashed,adehmss
smasher,aehmrss
smashing,aghimnss
smashup,ahmpssu
smattering,aegimnrstt
smear,aemrs
smearcase,aaceemrss
smelliness,eeillmnsss
smelly,ellmsy
smelt,elmst
smelter,eelmrst
smidgen,degimns
smidgeon,degimnos
smilax,ailmsx
smiling,giilmns
smirch,chimrs
smirk,ikmrs
smite,eimst
smith,himst
smithereens,eeehimnrsst
smithy,himsty
smitten,eimnstt
smock,ckmos
smocking,cgikmnos
smog,gmos
smokehouse,eehkmoossu
smokeless,eeklmosss
smoker,ekmors
smokescreen,ceeekmnorss
smokestack,acekkmosst
smokiness,eikmnosss
smoking,gikmnos
smoky,kmosy
smolder,delmors
smooch,chmoos
smoothbore,behmooorst
smoothie,ehimoost
smoothly,hlmoosty
smoothness,ehmnoossst
smoothy,hmoosty
smorgasbord,abdgmoorrss
smote,emost
smother,ehmorst
smothery,ehmorsty
smoulder,delmorsu
smudge,degmsu
smudgy,dgmsuy
smug,gmsu
smuggle,egglmsu
smuggler,egglmrsu
smut,mstu
smuttiness,eimnsssttu
smutty,msttuy
snack,ackns
snaffle,aefflns
snag,agns
snail,ailns
snakebite,abeeiknst
snakeskin,aeikknnss
snaky,aknsy
snap,anps
snapdragon,aadgnnoprs
snapper,aenpprs
snappish,ahinppss
snappy,anppsy
snapshot,ahnopsst
snare,aenrs
snarl,alnrs
snatch,achnst
snatcher,acehnrst
snazzy,ansyzz
sneak,aekns
sneaker,aeeknrs
sneakiness,aeeiknnsss
sneaking,aegiknns
sneaky,aeknsy
sneer,eenrs
sneerer,eeenrrs
sneeringly,eegilnnrsy
snick,cikns
snicker,ceiknrs
snide,deins
sniff,ffins
sniffer,effinrs
sniffle,effilns
sniffler,effilnrs
sniffy,ffinsy
snifter,efinrst
snigger,egginrs
snip,inps
snipe,einps
sniper,einprs
snippet,einppst
snippy,inppsy
snips,inpss
snitch,chinst
snivel,eilnsv
snob,bnos
snobbery,bbenorsy
snobbish,bbhinoss
snog,gnos
snood,dnoos
snook,knoos
snooker,eknoors
snoop,noops
snoopy,noopsy
snoot,noost
snootily,ilnoosty
snootiness,einnoossst
snooty,noosty
snooze,enoosz
snore,enors
snorer,enorrs
snorkel,eklnors
snort,norst
snorter,enorrst
snot,nost
snotty,nostty
snout,nostu
snowball,abllnosw
snowberry,benorrswy
snowblind,bdilnnosw
snowblindness,bdeilnnnosssw
snowbound,bdnnoosuw
snowcapped,acdenoppsw
snowclad,acdlnosw
snowdrift,dfinorstw
snowdrop,dnooprsw
snowfall,afllnosw
snowfield,defilnosw
snowflake,aefklnosw
snowline,eilnnosw
snowman,amnnosw
snowmobile,beilmnoosw
snowplow,lnoopsww
snowshoe,ehnoossw
snowslide,deilnossw
snowstorm,mnoorsstw
snowy,noswy
snub,bnsu
snuck,cknsu
snuff,ffnsu
snuffbox,bffnosux
snuffer,effnrsu
snuffle,efflnsu
snug,gnsu
snuggle,egglnsu
snugly,glnsuy
snugness,egnnsssu
soak,akos
soaked,adekos
soaking,agiknos
soapbox,aboopsx
soaper,aeoprs
soapiness,aeinopsss
soapstone,aenoopsst
soapsuds,adopsssu
soapy,aopsy
soar,aors
sob,bos
sobbingly,bbgilnosy
sober,beors
soberly,belorsy
soberness,beenorsss
sobriety,beiorsty
sobriquet,beioqrstu
soccer,cceors
sociability,abciiilosty
sociable,abceilos
sociably,abcilosy
socialisation,aaciiilnoosst
socialise,aceiiloss
socialism,aciilmoss
socialist,aciilosst
socialistic,acciiilosst
socialite,aceiilost
socialization,aaciiilnoostz
socialize,aceiilosz
socially,acillosy
sociological,accgiillooos
sociologist,cgiilooosst
sociology,cgilooosy
sociopath,achioopst
socket,cekost
sod,dos
soda,ados
sodden,ddenos
sodium,dimosu
sodomite,deimoost
sodomy,dmoosy
soever,eeorsv
sofa,afos
softball,abfllost
softbound,bdfnoostu
softener,eefnorst
softhearted,adeefhorstt
softie,efiost
softly,flosty
softness,efnossst
software,aeforstw
softwood,dfooostw
softy,fosty
soggily,ggilosy
sogginess,egginosss
soggy,ggosy
soigne,eginos
soiree,eeiors
sojourn,jnoorsu
sojourner,ejnoorrsu
sol,los
solace,acelos
solar,alors
solarium,ailmorsu
sold,dlos
solder,delors
soldierly,deillorsy
soldiery,deilorsy
sole,elos
solecism,ceilmoss
solely,ellosy
solemnisation,aeiilmnnoosst
solemnise,eeilmnoss
solemnity,eilmnosty
solemnization,aeiilmnnoostz
solemnize,eeilmnosz
solemnly,ellmnosy
solemnness,eelmnnosss
solenoid,deilnoos
solfa,aflos
solicit,ciilost
solicitation,aciiilnoostt
solicitor,ciiloorst
solicitous,ciiloosstu
solicitude,cdeiilostu
solidarity,adiilorsty
solidification,acdfiiiilnoost
solidify,dfiilosy
solidity,diilosty
solidus,dilossu
soliloquise,eiillooqssu
soliloquize,eiillooqsuz
soliloquy,illooqsuy
solipsism,iilmopsss
solipsist,iilopssst
solipsistic,ciiilopssst
solitaire,aeiilorst
solitarily,aiillorsty
solitary,ailorsty
solitude,deilostu
solo,loos
soloist,iloosst
solstice,ceilosst
solubility,biillostuy
soluble,bellosu
solute,elostu
solvability,abiillostvy
solvable,abellosv
solvency,celnosvy
solvent,elnostv
solver,elorsv
somatic,acimost
somber,bemors
sombre,bemors
sombrero,bemoorrs
someday,ademosy
someplace,aceelmops
somersault,aelmorsstu
sometime,eeimmost
someway,aemoswy
somewhat,aehmostw
sommelier,eeilmmors
somnambulism,abilmmmnossu
somnambulist,abilmmnosstu
somnolence,ceelmnnoos
somnolent,elmnnoost
sonar,anors
sonata,aanost
songbird,bdginors
songbook,bgknooos
songfest,efgnosst
songful,fglnosu
songster,egnorsst
songstress,egnorsssst
sonic,cinos
sonnet,ennost
sonny,nnosy
sonority,inoorsty
sonorous,nooorssu
sonsy,nossy
soot,oost
sooth,hoost
soothe,ehoost
soother,ehoorst
soothing,ghinoost
soothsayer,aehoorssty
sooty,oosty
sop,ops
soph,hops
sophism,himopss
sophist,hiopsst
sophistic,chiiopsst
sophisticate,acehiiopsstt
sophisticated,acdehiiopsstt
sophistication,achiiinoopsstt
sophistry,hioprssty
sophomore,ehmoooprs
sophomoric,chimoooprs
soporific,cfiiooprs
soporifically,acfiillooprsy
sopping,ginopps
soppy,oppsy
soprano,anooprs
sorbet,beorst
sorcerer,ceeorrrs
sorceress,ceeorrsss
sorcery,ceorrsy
sordid,ddiors
sore,eors
sorehead,adeehors
sorely,elorsy
soreness,eenorsss
sorghum,ghmorsu
sorority,ioorrsty
sorption,inooprst
sorrel,elorrs
sorriness,einorrsss
sorrow,oorrsw
sorrowful,floorrsuw
sorter,eorrst
sortie,eiorst
sot,ost
sottish,hiosstt
sou,osu
soubrette,beeorsttu
soubriquet,beioqrstuu
souffle,efflosu
sough,ghosu
sought,ghostu
soulful,fllosuu
soulless,ellosssu
sounding,dginnosu
soundless,delnosssu
soundly,dlnosuy
soundness,dennosssu
soundproof,dfnoooprsu
soundtrack,acdknorstu
soupcon,cnoopsu
soupspoon,noooppssu
soupy,opsuy
sour,orsu
sourball,abllorsu
source,ceorsu
sourdough,dghoorsuu
sourpuss,oprsssuu
sousaphone,aehnoopssu
souse,eossu
soused,deossu
southbound,bdhnoostuu
southeast,aehossttu
southeaster,aeehorssttu
southeasterly,aeehlorssttuy
southeastern,aeehnorssttu
southeastward,aadehorssttuw
southeastwards,aadehorsssttuw
souther,ehorstu
southerly,ehlorstuy
southern,ehnorstu
southerner,eehnorrstu
southernmost,ehmnoorssttu
southland,adhlnostu
southpaw,ahopstuw
southward,adhorstuw
southwest,ehossttuw
southwester,eehorssttuw
southwesterly,eehlorssttuwy
southwestern,eehnorssttuw
southwestward,adehorssttuww
southwestwards,adehorsssttuww
souvenir,einorsuv
sovereign,eeginorsv
sovereignty,eeginorstvy
soviet,eiostv
sow,osw
sower,eorsw
sown,nosw
sox,osx
soy,osy
soybean,abenosy
sozzled,deloszz
spa,aps
spacecraft,aaccefprst
spaceman,aacemnps
spaceship,acehippss
spacesuit,aceipsstu
spacewalk,aaceklpsw
spacewalker,aaceeklprsw
spacewoman,aacemnopsw
spacing,acginps
spacious,aciopssu
spadeful,adeflpsu
spadework,adekoprsw
spaghetti,aeghipstt
spake,aekps
spam,amps
span,anps
spangle,aeglnps
spaniel,aeilnps
spank,aknps
spanker,aeknprs
spanking,agiknnps
spanner,aennprs
spar,aprs
sparely,aelprsy
spareribs,abeiprrss
sparing,aginprs
sparingly,agilnprsy
spark,akprs
sparkle,aeklprs
sparkler,aeklprrs
sparkplug,agklpprsu
sparrow,aoprrsw
sparse,aeprss
sparsely,aelprssy
sparseness,aeenprssss
sparsity,aiprssty
spasm,ampss
spasmodic,acdimopss
spasmodically,aacdillmopssy
spastic,acipsst
spat,apst
spatchcock,accchkopst
spate,aepst
spatial,aailpst
spatter,aeprstt
spatula,aalpstu
spatular,aalprstu
spawn,anpsw
spay,apsy
speakeasy,aaeekpssy
speaker,aeekprs
speakership,aeehikpprss
speaking,aegiknps
spear,aeprs
spearhead,aadeehprs
spearmint,aeimnprst
spec,ceps
specialisation,aaceiiilnopsst
specialise,aceeiilpss
specialised,acdeeiilpss
specialist,aceiilpsst
speciality,aceiilpsty
specialization,aaceiiilnopstz
specialize,aceeiilpsz
specialized,acdeeiilpsz
specially,aceillpsy
specialty,aceilpsty
specie,ceeips
species,ceeipss
specific,ccefiips
specifically,accefiillpsy
specification,accefiiinopst
specificity,ccefiiipsty
specify,cefipsy
specimen,ceeimnps
specious,ceiopssu
speck,cekps
speckle,ceeklps
speckled,cdeeklps
specs,cepss
spectacle,acceelpst
spectacled,accdeelpst
spectacular,aaccelprstu
spectator,aceoprstt
spectra,aceprst
spectral,acelprst
spectrogram,acegmoprrst
spectrograph,aceghopprrst
spectrometer,ceeemoprrstt
spectroscope,cceeoopprsst
spectroscopic,ccceioopprsst
spectrum,cemprstu
speculate,aceelpstu
speculation,aceilnopstu
speculative,aceeilpstuv
speculator,aceloprstu
sped,deps
speechify,ceefhipsy
speechless,ceeehlpsss
speedboat,abdeeopst
speedily,deeilpsy
speediness,deeeinpsss
speeding,deeginps
speedometer,deeeemoprst
speedup,deeppsu
speedway,adeepswy
speedy,deepsy
speleologist,eegilloopsst
speleology,eeglloopsy
spellbind,bdeillnps
spellbinder,bdeeillnprs
spellbound,bdellnopsu
spelldown,dellnopsw
speller,eellprs
spelling,egillnps
spelt,elpst
spender,deenprs
spendthrift,defhinprstt
spent,enpst
sperm,emprs
spermaceti,aceeimprst
spermatozoon,aemnoooprstz
spew,epsw
sphagnum,aghmnpsu
sphere,eehprs
spherical,acehilprs
spheroid,dehioprs
sphincter,cehinprst
sphinx,hinpsx
sphygmomanometer,aeeghmmmnooprsty
spice,ceips
spicily,ciilpsy
spiciness,ceiinpsss
spicule,ceilpsu
spicy,cipsy
spider,deiprs
spidery,deiprsy
spiel,eilps
spiffy,ffipsy
spigot,giopst
spike,eikps
spikenard,adeiknprs
spiky,ikpsy
spill,illps
spillover,eilloprsv
spillway,aillpswy
spilt,ilpst
spinach,achinps
spinal,ailnps
spindle,deilnps
spindlelegs,deegillnpss
spindling,dgiilnnps
spindly,dilnpsy
spindrift,dfiinprst
spine,einps
spineless,eeilnpsss
spinet,einpst
spinnaker,aeiknnprs
spinner,einnprs
spinneret,eeinnprst
spinney,einnpsy
spinster,einprsst
spinsterhood,dehinooprsst
spiny,inpsy
spiracle,aceilprs
spiral,ailprs
spire,eiprs
spirited,deiiprst
spiritless,eiilprssst
spiritual,aiilprstu
spiritualise,aeiiilprsstu
spiritualism,aiiilmprsstu
spiritualist,aiiilprssttu
spiritualistic,aciiiilprssttu
spirituality,aiiilprsttuy
spiritualize,aeiiilprstuz
spiritually,aiillprstuy
spirituous,iioprsstuu
spirochete,ceehioprst
spirt,iprst
spitball,abillpst
spiteful,efilpstu
spitfire,efiiprst
spittle,eilpstt
spittoon,inoopstt
splash,ahlpss
splashdown,adhlnopssw
splashy,ahlpssy
splat,alpst
splatter,aelprstt
splay,alpsy
splayfoot,afloopsty
splayfooted,adefloopsty
spleen,eelnps
splendidly,ddeillnpsy
splendiferous,deefilnoprssu
splendor,delnoprs
splendour,delnoprsu
splenetic,ceeilnpst
splenic,ceilnps
splice,ceilps
splicer,ceilprs
splint,ilnpst
splinter,eilnprst
splintery,eilnprsty
splitting,giilnpstt
splotchy,chlopsty
splurge,eglprsu
splutter,elprsttu
spoil,ilops
spoilage,aegilops
spoiler,eiloprs
spoilsport,iloopprsst
spoilt,ilopst
spoke,ekops
spoken,eknops
spokesman,aekmnopss
spokeswoman,aekmnoopssw
spoliation,aiilnoopst
spondee,deenops
sponger,egnoprs
spongy,gnopsy
sponsor,nooprss
sponsorship,hinoopprsss
spontaneity,aeinnopstty
spontaneous,aennoopsstu
spoof,foops
spook,koops
spooky,koopsy
spool,loops
spoonbill,billnoops
spoondrift,dfinooprst
spoonful,flnoopsu
spoor,ooprs
sporadic,acdioprs
sporadically,aacdilloprsy
sporangium,agimnoprsu
spore,eoprs
spork,koprs
sporran,anoprrs
sporting,ginoprst
sportive,eioprstv
sports,oprsst
sportscast,acoprssstt
sportsman,amnoprsst
sportsmanlike,aeiklmnoprsst
sportsmanship,ahimnopprssst
sportswear,aeoprrsstw
sportswoman,amnooprsstw
sporty,oprsty
spotless,elopssst
spotlight,ghilopstt
spotted,deopstt
spotter,eoprstt
spotty,opstty
spousal,alopssu
spouse,eopssu
spout,opstu
sprain,ainprs
sprang,agnprs
sprat,aprst
sprawl,alprsw
spray,aprsy
sprayer,aeprrsy
spreadable,aabdeelprs
spree,eeprs
sprig,giprs
sprigged,deggiprs
sprightliness,eghiilnprssst
sprightly,ghilprsty
springboard,abdginoprrs
springbok,bgiknoprs
springless,egilnprsss
springlike,egiiklnprs
springtide,degiinprst
springtime,egiimnprst
springy,ginprsy
sprinkle,eiklnprs
sprinkler,eiklnprrs
sprinkling,giiklnnprs
sprint,inprst
sprinter,einprrst
sprite,eiprst
sprocket,cekoprst
sprout,oprstu
spruce,ceprsu
sprung,gnprsu
spry,prsy
spud,dpsu
spume,empsu
spun,npsu
spunk,knpsu
spunky,knpsuy
spur,prsu
spurious,ioprssuu
spurn,nprsu
spurt,prstu
sputnik,iknpstu
sputter,eprsttu
sputum,mpstuu
spy,psy
spyglass,aglpsssy
squab,abqsu
squabble,abbelqsu
squabby,abbqsuy
squad,adqsu
squadron,adnoqrsu
squalid,adilqsu
squall,allqsu
squally,allqsuy
squalor,aloqrsu
squander,adenqrsu
squarely,aelqrsuy
squareness,aeenqrsssu
squarish,ahiqrssu
squash,ahqssu
squashy,ahqssuy
squat,aqstu
squatter,aeqrsttu
squatty,aqsttuy
squaw,aqsuw
squawk,akqsuw
squeak,aekqsu
squeaky,aekqsuy
squeal,aelqsu
squealer,aeelqrsu
squeamish,aehimqssu
squeegee,eeeegqsu
squeeze,eeeqsuz
squeezer,eeeqrsuz
squelch,cehlqsu
squib,biqsu
squid,diqsu
squidgy,dgiqsuy
squiffy,ffiqsuy
squiggle,eggilqsu
squiggly,ggilqsuy
