orig_word,sorted_word
false,aefls
family,afilmy
far,afr
farm,afmr
fat,aft
father,aefhrt
fear,aefr
feather,aeefhrt
female,aeeflm
field,defil
fight,fghit
finger,efginr
fire,efir
first,first
fish,fhis
flag,afgl
flame,aeflm
flat,aflt
floor,floor
flower,eflorw
fly,fly
fold,dflo
food,dfoo
foot,foot
force,cefor
fork,fkor
form,fmor
forward,adforrw
frame,aefmr
free,eefr
frequent,eefnqrtu
friend,definr
front,fnort
fruit,firtu
full,fllu
future,efrtuu
garden,adegnr
general,aeeglnr
girl,gilr
give,egiv
glad,adgl
glass,aglss
gold,dglo
grain,aginr
grass,agrss
great,aegrt
green,eegnr
group,gopru
growth,ghortw
guide,degiu
gun,gnu
hair,ahir
hand,adhn
happy,ahppy
hard,adhr
hat,aht
hate,aeht
head,adeh
heart,aehrt
heat,aeht
help,ehlp
high,ghhi
history,hiorsty
hole,ehlo
hope,ehop
horse,ehors
hospital,ahilopst
hour,horu
house,ehosu
ice,cei
idea,adei
ill,ill
important,aimnoprtt
increase,aceeinrs
industry,dinrstuy
insect,ceinst
instrument,eimnnrsttu
insurance,aceinnrsu
interest,eeinrstt
invention,eiinnnotv
iron,inor
island,adilns
it,it
join,ijno
journey,ejnoruy
judge,degju
jump,jmpu
just,jstu
keep,eekp
key,eky
kick,cikk
kind,dikn
kiss,ikss
knee,eekn
knife,efikn
know,know
knowledge,deegklnow
land,adln
language,aaegglnu
last,alst
late,aelt
laugh,aghlu
law,alw
lead,adel
leaf,aefl
leather,aeehlrt
left,eflt
leg,egl
let,elt
level,eellv
library,abilrry
lift,filt
light,ghilt
limit,iilmt
line,eiln
lip,ilp
liquid,diilqu
list,ilst
little,eilltt
lock,cklo
long,glno
look,kloo
loose,eloos
loss,loss
loud,dlou
love,elov
low,low
machine,acehimn
male,aelm
man,amn
map,amp
mark,akmr
market,aekmrt
mass,amss
match,achmt
material,aaeilmrt
meal,aelm
measure,aeemrsu
meat,aemt
medical,acdeilm
memory,emmory
metal,aelmt
middle,ddeilm
milk,iklm
mind,dimn
mine,eimn
minute,eimntu
money,emnoy
month,hmnot
moon,mnoo
morning,gimnnor
mother,ehmort
motion,imnoot
mountain,aimnnotu
mouth,hmotu
move,emov
music,cimsu
nail,ailn
name,aemn
narrow,anorrw
nation,ainnot
near,aenr
necessary,aceenrssy
neck,cekn
need,deen
needle,deeeln
net,ent
new,enw
news,ensw
night,ghint
noise,einos
north,hnort
nose,enos
note,enot
number,bemnru
nut,ntu
off,ffo
offer,effor
office,ceffio
oil,ilo
old,dlo
one,eno
only,lnoy
open,enop
operation,aeinooprt
opinion,iinnoop
opposite,eiooppst
orange,aegnor
other,ehort
page,aegp
pain,ainp
paint,ainpt
paper,aeppr
part,aprt
past,apst
paste,aepst
peace,aceep
pen,enp
pencil,ceilnp
person,enoprs
picture,ceiprtu
pin,inp
pipe,eipp
place,acelp
plant,alnpt
plate,aelpt
play,alpy
pleasure,aeelprsu
pocket,cekopt
point,inopt
poison,inoops
polish,hilops
political,aciillopt
poor,oopr
position,iinoopst
possible,beilopss
pot,opt
powder,deoprw
power,eoprw
present,eenprst
price,ceipr
print,inprt
prison,inoprs
private,aeiprtv
probable,abbelopr
produce,cdeopru
profit,fioprt
property,eopprrty
public,bcilpu
pull,llpu
pump,mppu
purpose,eopprsu
push,hpsu
put,ptu
quality,ailqtuy
question,einoqstu
quick,cikqu
quiet,eiqtu
quite,eiqtu
rail,ailr
rain,ainr
rate,aert
ready,adery
reason,aenors
record,cdeorr
red,der
regret,eegrrt
regular,aeglrru
relation,aeilnort
religion,egiilnor
representative,aeeeeinprrsttv
request,eeqrstu
respect,ceeprst
responsible,beeilnoprss
rest,erst
reward,aderrw
rice,ceir
right,ghirt
ring,ginr
river,eirrv
road,ador
roll,llor
roof,foor
room,moor
root,oort
rough,ghoru
round,dnoru
rub,bru
rule,elru
run,nru
sad,ads
safe,aefs
sail,ails
salt,alst
same,aems
sand,adns
scale,acels
school,chloos
science,cceeins
screw,cersw
sea,aes
seat,aest
second,cdenos
secret,ceerst
secretary,aceerrsty
seed,dees
seem,eems
self,efls
sense,eenss
separate,aaeeprst
serious,eiorssu
servant,aenrstv
shade,adehs
shake,aehks
shame,aehms
sharp,ahprs
she,ehs
sheep,eehps
shelf,efhls
ship,hips
shirt,hirst
shock,chkos
shoe,ehos
short,horst
shut,hstu
side,deis
sign,gins
silver,eilrsv
simple,eilmps
sister,eirsst
size,eisz
skin,ikns
skirt,ikrst
sky,ksy
sleep,eelps
slip,ilps
slope,elops
slow,losw
small,allms
smell,ellms
smile,eilms
smoke,ekmos
smooth,hmoost
snake,aekns
snow,nosw
soap,aops
society,ceiosty
soft,fost
solid,dilos
son,nos
song,gnos
sort,orst
sound,dnosu
soup,opsu
south,hostu
space,aceps
special,aceilps
spring,ginprs
square,aeqrsu
stage,aegst
stamp,ampst
star,arst
start,arstt
station,ainostt
steam,aemst
steel,eelst
stem,emst
step,epst
stick,cikst
stiff,ffist
still,illst
stomach,achmost
stone,enost
stop,opst
store,eorst
story,orsty
straight,aghirstt
strange,aegnrst
street,eerstt
stretch,cehrstt
strong,gnorst
substance,abcensstu
such,chsu
sudden,ddensu
sugar,agrsu
suggestion,egginosstu
summer,emmrsu
sun,nsu
support,opprstu
surprise,eiprrssu
sweet,eestw
swim,imsw
system,emssty
table,abelt
tail,ailt
take,aekt
talk,aklt
tall,allt
taste,aestt
tax,atx
test,estt
than,ahnt
then,ehnt
they,ehty
thick,chikt
thin,hint
thing,ghint
think,hiknt
though,ghhotu
thread,adehrt
throat,ahortt
through,ghhortu
thumb,bhmtu
thunder,dehnrtu
ticket,ceiktt
tight,ghitt
till,illt
toe,eot
together,eeghortt
tomorrow,mooorrtw
tongue,egnotu
tooth,hoott
top,opt
touch,chotu
town,notw
trade,adert
train,ainrt
tray,arty
tree,eert
trick,cikrt
trouble,belortu
true,ertu
turn,nrtu
twist,isttw
under,denru
unit,intu
use,esu
value,aeluv
verse,eersv
vessel,eelssv
view,eivw
violent,eilnotv
voice,ceiov
walk,aklw
wall,allw
war,arw
warm,amrw
wash,ahsw
waste,aestw
watch,achtw
water,aertw
wave,aevw
wax,awx
way,awy
we,ew
weather,aeehrtw
week,eekw
weight,eghitw
west,estw
wet,etw
what,ahtw
wheel,eehlw
where,eehrw
which,chhiw
while,ehilw
whip,hipw
whistle,ehilstw
white,ehitw
who,how
why,hwy
wide,deiw
wind,dinw
window,dinoww
wine,einw
wing,ginw
winter,einrtw
wire,eirw
wise,eisw
woman,amnow
wood,doow
word,dorw
would,dlouw
wound,dnouw
wrong,gnorw
year,aery
yellow,ellowy
yes,esy
yesterday,adeerstyy
young,gnouy
